number of nodes: 11444
4766	419
4766	447
4766	841
4766	823
4766	1001
4766	1010
4766	1227
4766	1345
4766	1428
4766	1453
4766	1605
4766	1942
4766	2138
4766	2102
4766	2467
4766	2567
4766	2972
4766	3486
4766	4189
4766	4366
4766	4339
4766	4437
4766	4451
4766	4472
419	275
419	279
419	317
447	275
447	279
447	317
447	419
823	588
823	785
1001	419
1001	904
1001	957
1010	447
1010	793
1010	970
1227	987
1227	1001
1227	1084
1227	1142
1227	1194
1345	309
1345	643
1345	737
1345	904
1345	1001
1345	1194
1428	1003
1453	419
1453	447
1453	588
1453	1280
1605	419
1605	447
1605	643
1605	904
1605	1001
1605	1010
1605	1115
1605	1084
1942	279
1942	419
1942	447
1942	588
1942	785
1942	826
1942	873
1942	896
1942	897
1942	923
1942	1006
1942	1280
1942	1277
1942	1514
1942	1782
1942	1878
2138	904
2138	987
2138	1142
2138	1248
2138	1440
2138	1485
2138	1472
2138	1562
2102	857
2102	1001
2102	1280
2102	1428
2102	1453
2102	1605
2102	1676
2102	1789
2102	1722
2102	1753
2102	1857
2102	1944
2102	1972
2102	2130
2102	2138
2467	1084
2467	1392
2467	1661
2467	2441
2567	737
2567	1194
2567	1345
2567	1428
2567	2095
2567	2489
2567	2541
2972	2138
3486	419
3486	447
3486	823
3486	1194
3486	1227
3486	1392
3486	1345
3486	1453
3486	1605
3486	1789
3486	1722
3486	2138
3486	2102
3486	2193
3486	2541
3486	2743
3486	2828
4189	348
4366	823
4366	987
4366	1328
4366	2467
4366	2800
4366	3174
4366	4022
4366	4299
4339	447
4339	737
4339	2138
4339	3817
4339	4189
4437	1453
4437	1789
4437	1722
4437	1753
4437	4339
4451	419
4451	1194
4451	1453
4451	1605
4451	1753
4451	2972
4451	4189
4451	4339
4451	4437
4472	1194
4472	1453
4472	1605
4472	1789
4472	1722
4472	2138
4472	2102
4472	3486
4472	4339
4472	4417
4472	4437
4472	4451
4767	129
4767	1312
4767	2840
4767	3301
4767	3460
4767	3937
4767	3990
4767	4052
4767	4208
4767	4231
4767	4288
4767	4304
4767	4309
4767	4351
4767	4356
4767	4361
4767	4510
4767	4668
4767	4680
4767	4738
1312	4
1312	315
1312	777
1312	1111
1312	1154
1312	1263
2840	987
2840	1003
2840	1115
2840	1065
2840	1224
2840	1392
2840	1525
2840	1637
2840	2078
2840	2221
2840	2306
2840	2238
2840	2251
2840	2390
2840	2393
2840	2377
2840	2443
2840	2546
2840	2680
2840	2722
2840	2720
2840	2686
3301	1147
3301	3253
3301	3259
3460	1512
3460	1561
3460	1774
3460	2582
3460	2744
3460	3192
3460	3260
3460	3325
3460	3450
3937	2352
3937	2744
3937	2890
3937	2854
3937	2982
3937	2998
3937	3228
3937	3167
3937	3259
3937	3436
3937	3498
3937	3612
3937	3701
3937	3720
3937	3865
3937	3860
3990	987
3990	3548
3990	3762
4052	205
4052	987
4052	1224
4052	1276
4052	1312
4052	1637
4052	1786
4052	2689
4052	2840
4052	3023
4052	3333
4052	3446
4052	3533
4052	3548
4052	3559
4052	3646
4052	3653
4052	3659
4052	3762
4052	3863
4052	3897
4052	3939
4052	3990
4052	4044
4208	987
4208	1312
4208	1953
4208	2719
4208	2840
4208	2982
4208	3184
4208	3301
4208	3382
4208	3544
4208	3643
4208	3865
4208	3803
4208	3855
4208	3937
4208	3939
4208	4044
4208	4032
4208	4203
4231	3548
4231	4052
4288	987
4288	1312
4288	2840
4288	3710
4288	4143
4288	4057
4288	4059
4288	4081
4288	4165
4304	987
4304	1276
4304	1312
4304	3023
4304	3333
4304	4052
4304	4143
4304	4059
4304	4231
4304	4282
4304	4288
4304	4429
4309	987
4309	1224
4309	1276
4309	1312
4309	4231
4309	4288
4309	4304
4351	2744
4351	3436
4351	3382
4351	3710
4351	3865
4351	3803
4351	3937
4351	4057
4351	4081
4351	4165
4351	4288
4356	987
4356	1312
4356	3269
4356	3762
4356	3990
4356	4052
4356	4143
4356	4059
4361	1312
4361	2840
4361	3301
4361	3460
4361	3762
4361	3937
4361	4052
4361	4208
4361	4231
4361	4288
4361	4304
4361	4309
4361	4356
4510	2840
4510	3762
4510	3897
4510	3990
4510	4052
4510	4356
4510	4369
4510	4429
4668	2998
4668	3052
4668	3167
4668	3828
4668	4143
4668	4361
4668	4369
4680	1328
4680	2744
4680	2805
4680	3052
4680	3167
4680	3436
4680	3701
4680	3710
4680	3761
4680	3865
4680	3803
4680	3937
4680	4037
4680	4057
4680	4081
4680	4208
4680	4165
4680	4288
4680	4351
4680	4455
4738	1312
4738	2840
4738	3301
4738	3460
4738	3762
4738	3937
4738	3990
4738	4052
4738	4208
4738	4231
4738	4288
4738	4304
4738	4309
4738	4356
4738	4361
4738	4510
4738	4616
4738	4668
4768	4715
4715	3993
4715	4231
4715	4375
4715	4473
4775	2650
4775	4289
4775	4273
4775	4367
4775	4509
4775	4652
2650	731
2650	1472
2650	1932
2650	2348
2650	2560
2650	2542
2650	2532
4289	487
4289	2619
4289	2650
4289	3914
4289	4033
4273	487
4273	1141
4273	2650
4273	2995
4273	3481
4273	3516
4273	4033
4367	2619
4367	2650
4367	4033
4367	4273
4367	4340
4509	4500
4652	731
4652	2650
4652	4273
4652	4367
4652	4509
4770	4514
4772	73
4772	75
4773	1711
4774	1277
4774	2192
4774	3726
1277	419
1277	447
1277	782
1277	1178
2192	1084
3726	419
3726	957
3726	1277
3726	1514
3726	1561
3726	1822
3726	1986
3726	2057
3726	2065
3726	2630
3726	2744
3726	2854
3726	2863
3726	2925
3726	2935
3726	3051
3726	3209
3726	3192
3726	3466
3726	3654
4776	2468
4776	2564
4776	2678
4776	3795
4776	4169
4776	4255
4776	4398
2468	315
2468	987
2468	1142
2468	1227
2468	1231
2468	1257
2468	1269
2468	1449
2468	1662
2468	1723
2468	1735
2468	1815
2468	1935
2468	1921
2468	2000
2468	1970
2468	1983
2468	2051
2468	2065
2468	2162
2468	2136
2468	2154
2468	2248
2468	2256
2468	2275
2468	2287
2468	2351
2468	2382
2468	2493
2564	7881
2564	1723
2564	2468
2678	1269
2678	1662
2678	1723
2678	2000
2678	2154
2678	2382
2678	2454
3795	1798
3795	2564
3795	2884
3795	3089
3795	3457
3795	3516
3795	3594
4169	2400
4169	2382
4169	3613
4169	3800
4255	2382
4255	2564
4255	3318
4255	3376
4255	3483
4255	3594
4255	3728
4255	3795
4255	4109
4398	4169
4779	4767
4779	4768
4779	4231
4779	4375
4779	4394
4779	4599
4779	4612
4779	4761
4375	3937
4375	4361
4394	1312
4394	3270
4394	3897
4394	4286
4394	4361
4394	4375
4599	4375
4599	4394
4599	4510
4612	1312
4612	4052
4612	4143
4612	4231
4612	4282
4612	4288
4612	4301
4612	4304
4612	4309
4612	4353
4612	4356
4612	4361
4612	4392
4612	4474
4612	4734
4783	3079
4783	3152
4783	3853
3079	578
3079	1113
3079	1118
3079	2148
3079	2504
3079	2893
3152	3190
4780	2533
4780	2998
4780	3052
4780	3167
4780	3744
4780	3828
4780	4534
4780	4668
2998	1242
2998	2329
3052	1753
3052	1920
3052	2329
3052	2493
3052	3029
3052	2998
3167	2533
3167	2805
3167	2982
3167	2998
3744	2533
3744	2894
3744	2998
3744	3164
3744	3474
3828	1863
3828	2351
4534	2805
4534	2982
4534	3052
4534	3167
4534	3667
4534	3744
4534	3937
4781	1610
4781	1700
4781	3814
4781	3984
1610	399
3814	883
3814	1747
3984	1700
3984	2409
3984	3022
4782	1270
4782	1581
4782	4375
4782	4394
4782	4584
4782	4715
1270	987
1270	1142
1581	1270
4584	3743
4584	4059
4584	4474
4584	4429
4785	5023
4785	2278
4785	4281
4785	4296
4785	4320
4785	4637
5023	999
5023	2278
5023	3665
5023	3704
5023	4281
5023	4296
2278	999
4281	1537
4281	2278
4296	657
4296	1537
4296	1538
4296	1636
4296	3487
4296	3665
4296	3704
4296	3976
4296	4154
4296	4281
4320	1510
4320	3397
4320	4281
4637	3350
4637	3665
4637	3704
4637	4281
4637	4320
4637	4430
4784	3027
4786	373
4786	2708
4786	4115
2708	419
2708	630
2708	2182
4787	219
4787	3773
3773	219
3773	314
4790	4265
4788	1863
4788	1929
4788	3986
4788	4344
4788	4350
4788	4363
4788	4481
4788	4640
1863	419
1863	447
1863	1312
1863	1459
1863	1786
1929	805
1929	1270
1929	1753
1929	1797
3986	1863
3986	2557
3986	3207
3986	3697
4344	1227
4344	2613
4350	219
4350	447
4350	782
4350	1280
4350	1863
4350	2459
4350	3697
4350	3986
4350	4096
4350	4167
4350	4447
4363	1270
4363	1753
4363	1929
4363	2815
4363	2861
4363	3599
4363	3914
4481	419
4481	447
4481	455
4481	957
4481	1863
4481	2181
4481	3697
4481	4041
4481	3986
4481	4278
4481	4350
4481	4447
4640	1930
4640	2328
4640	2394
4640	2815
4789	904
4789	1003
4789	1428
4789	2441
4789	2467
4789	3217
4789	3516
4789	4698
904	841
2441	1001
2441	1084
2441	1392
2441	1661
2441	1777
2441	1882
2441	2529
3217	566
3217	1154
3217	1187
3217	1227
3217	2285
3217	2233
3516	771
3516	731
3516	2564
3516	2650
4698	348
4698	1084
4698	1317
4698	1392
4698	1661
4698	2441
4698	2467
4698	3105
4792	630
4792	4482
630	5
630	227
4482	630
4482	699
4791	2564
4791	3906
4791	4409
3906	2564
3906	2884
3906	3214
3906	3376
4409	34
4409	2564
4409	3809
4409	4255
4793	2785
4793	4486
2785	140
2785	210
2785	723
2785	1198
2785	1772
4486	2785
4486	2943
4486	3316
4486	4493
4794	904
4794	987
4794	1227
4794	3325
4794	3642
4794	3585
987	966
3325	823
3325	1227
3325	2468
3325	2678
3325	3225
3642	419
3642	447
3642	1084
3642	1227
3642	1257
3642	1433
3642	1449
3642	1676
3642	1753
3642	2541
3642	2687
3642	2921
3642	2988
3585	1084
3585	1227
3585	1676
3585	2123
3585	2687
3585	2921
3585	2988
3585	3497
3585	3642
4795	1814
4801	3072
3072	2564
3072	2630
3072	2636
3072	2766
3072	2787
4802	3214
4802	4398
4802	4759
3214	1723
3214	2564
3214	2588
3214	3089
4759	3594
4759	4169
4759	4409
4759	4598
4759	4722
4796	4767
4796	4768
4796	4779
4796	4782
4796	4832
4796	1312
4796	3990
4796	4052
4796	4143
4796	4059
4796	4231
4796	4282
4796	4288
4796	4304
4796	4309
4796	4351
4796	4353
4796	4356
4796	4369
4796	4375
4796	4392
4796	4394
4796	4474
4796	4429
4796	4497
4796	4510
4796	4473
4796	4599
4796	4583
4796	4587
4796	4604
4796	4584
4796	4612
4796	4613
4796	4616
4796	4723
4796	4680
4796	4733
4796	4734
4796	4737
4796	4738
4796	4739
4796	4745
4796	4747
4796	4748
4796	4715
4796	4705
4832	4767
4832	4796
4832	2840
4832	4361
4832	4375
4832	4394
4832	4404
4832	4584
4832	4680
4143	2998
4143	3333
4143	4021
4059	1065
4059	1224
4059	1276
4059	2840
4059	3937
4059	4044
4059	4143
4282	987
4282	1224
4282	4052
4282	4143
4282	4059
4282	4231
4353	987
4353	1224
4353	4282
4369	987
4369	1224
4369	2840
4369	3544
4369	3548
4369	3762
4369	3897
4369	3939
4369	3990
4369	4052
4369	4059
4369	4231
4369	4282
4369	4301
4369	4304
4369	4309
4369	4356
4369	4361
4392	3548
4392	3762
4392	3897
4392	3939
4392	3990
4392	4052
4392	3993
4392	4059
4392	4231
4392	4282
4392	4301
4392	4304
4392	4309
4392	4356
4392	4361
4392	4369
4392	4375
4474	1224
4474	1276
4474	2840
4474	3762
4474	3990
4474	4052
4474	4143
4474	4059
4474	4231
4474	4282
4474	4288
4474	4301
4474	4304
4474	4353
4474	4356
4474	4361
4474	4369
4474	4375
4474	4392
4429	4304
4429	4429
4497	987
4497	1224
4497	1276
4497	1525
4497	2078
4497	2398
4497	3023
4497	3166
4497	3253
4497	3299
4497	3333
4497	3446
4497	3548
4497	3646
4497	3781
4497	3897
4497	3990
4497	4027
4497	4052
4497	4143
4497	4059
4497	4148
4497	4288
4497	4351
4497	4356
4497	4361
4497	4375
4497	4392
4497	4474
4473	987
4473	1312
4473	2840
4473	3270
4473	3692
4473	4394
4583	4871
4583	1312
4583	1863
4583	3937
4583	3986
4583	4231
4583	4304
4583	4309
4583	4351
4583	4429
4583	4481
4587	2680
4587	3986
4587	3993
4587	4231
4587	4288
4587	4304
4587	4309
4587	4351
4587	4361
4587	4375
4587	4481
4604	4948
4604	5615
4604	987
4604	3548
4604	3762
4604	3990
4604	4052
4604	3993
4604	4510
4613	2170
4613	3990
4613	4052
4613	4059
4613	4231
4613	4282
4613	4288
4613	4304
4613	4351
4613	4356
4613	4392
4613	4474
4613	4508
4613	4587
4616	987
4616	1242
4616	2329
4616	2998
4616	3436
4616	3897
4616	3898
4616	3937
4616	4021
4616	4052
4616	4143
4616	4497
4616	4510
4616	4442
4616	4604
4723	205
4723	987
4723	1224
4723	1276
4723	2443
4723	2840
4723	2998
4723	3023
4723	3333
4723	3548
4723	3646
4723	3762
4723	3990
4723	4052
4723	4143
4723	4231
4723	4282
4723	4288
4723	4304
4723	4309
4723	4353
4723	4356
4723	4361
4723	4375
4723	4404
4723	4429
4723	4497
4723	4583
4723	4587
4723	4604
4723	4612
4723	4613
4723	4616
4723	4668
4733	1312
4733	2557
4734	1312
4734	4052
4734	4143
4734	4231
4734	4282
4734	4288
4734	4301
4734	4304
4734	4309
4734	4353
4734	4356
4734	4361
4734	4392
4734	4474
4734	4612
4734	4723
4737	4871
4737	1276
4737	3990
4737	4231
4737	4392
4737	4429
4737	4510
4739	3990
4739	4052
4739	4231
4739	4282
4739	4301
4739	4304
4739	4309
4739	4353
4739	4356
4739	4369
4739	4510
4745	1134
